userID,city,country
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
15,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
315,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
615,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
915,10,3
20,10,3
20,10,3
20,10,3
20,10,3
20,10,3
320,10,3
320,10,3
320,10,3
320,10,3
320,10,3
620,10,3
620,10,3
620,10,3
620,10,3
620,10,3
920,10,3
920,10,3
920,10,3
920,10,3
920,10,3
1220,10,3
1220,10,3
1220,10,3
1220,10,3
1220,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
21,10,3
